NumDataPoints,DQNTime,DistillationTime
100.0,1.8743433952331543,0.08022308349609375
215.44346900318845,0.5953207015991211,0.16916632652282715
464.15888336127773,1.1705286502838135,0.3235187530517578
1000.0,2.521589517593384,0.8175292015075684
2154.4346900318824,5.843628883361816,1.7058742046356201
4641.588833612777,12.355418920516968,3.667585849761963
10000.0,27.63995862007141,8.362578630447388
21544.346900318822,61.97890543937683,18.681354522705078
46415.888336127726,125.07268953323364,37.823485374450684
100000.0,277.7073755264282,84.07124185562134